供给偏紧,causality,生猪价格攀升
猪瘟,causality,生猪供给大幅减少
猪瘟,causality,压制补栏意愿
煤炭价格的上涨,causality,电力业务毛利率下降
供应过剩,causality,国际油价大幅下挫
中美贸易摩擦,causality,上游棉花需求
新棉上市,causality,棉价表现较疲
供给增加,causality,棉价表现较疲
粮食价格上调,causality,农业集约化生产
粮食价格上调,causality,利润率增加
油价下跌,causality,成本的下降
产品成本的下降,causality,汽车制造成本的下降
干旱,causality,原材料玉米、豆粕价格上涨
销售收入和毛利率水平出现下滑,causality,整体机械收入下滑
散油市场需求疲软,causality,原料胚芽价格持续下跌
大雪天气,causality,蔬菜价格大幅上涨
肉鸡毛利下滑,causality,公司亏损
缅甸稀土禁入,causality,稀土供给呈结构性短缺
大雨,causality,水灾
产能扩张,causality,下游需求下滑
光伏补贴下调,causality,下游需求下滑
供大于求,causality,船价的下跌
复苏内生动力不足,causality,制造业投资持续下降
出口形势继续恶化,causality,制造业投资持续下降
制造业产能过剩压力,causality,制造业投资持续下降
工业品价格降幅扩大,causality,制造业投资持续下降
工业业盈利难以好转,causality,制造业投资持续下降
开工降低,causality,钛精矿供应减少
原油价格大跌,causality,石油进口额下降
精炼棕榈油进口禁令,causality,毛棕榈油需求有所增加
玉米豆价格下跌,causality,养殖成本下降
中国大量采购大豆,causality,大豆供应大幅增加
疾病,causality,生猪的存栏量大幅下降
经济增速放缓,causality,煤炭价格单边下跌
水电贡献大增,causality,煤炭价格单边下跌
进口煤炭数量剧增,causality,煤炭价格单边下跌
豆粕的养殖需求萎缩,causality,豆粕需求减少
非洲猪瘟,causality,大豆需求弱
禽流感,causality,供给收缩
沥青价格下降,causality,原材料成本下降
农产品价格上升,causality,用肥量迅速增长
供应出现,causality,蛋价持续偏暖
阶段性趋紧,causality,蛋价持续偏暖
麦草畏销量下滑,causality,杀虫剂销量和均价下滑
较低毛棕榈油价格,causality,精炼利润高
精炼量增加,causality,毛棕榈油库存增加
猪价持续低迷,causality,利率同比下降
小煤矿重组,causality,炼焦煤供给偏紧
猪场补栏,causality,出栏体重显著提升
限电,causality,国内钼精矿供应紧张
铜冶炼产能的持续扩张,causality,精炼铜供应的过剩
补货积极性不断提高,causality,国内动力煤采购需求释放
甲乙酮价格大幅攀升,causality,甲乙酮需求急剧下降
国内豆类走势偏弱,causality,豆粕饲料需求降低
禽流感,causality,豆粕饲料需求降低
粮食减产,causality,价格上涨
贸易摩擦升级,causality,伦铅加速下跌
下游企业买入,causality,淀粉库存小幅下跌
供需紧张,causality,现货价格上涨
冷空气,causality,石油需求上升
钢材市场需求下滑,causality,吨钢利下降
下游饲料厂豆粕低库存,causality,备货积极
油厂开机率上升,causality,豆油库存高
高库存,causality,豆油价格震荡下行
高库存,causality,短期观望
锂资源新产能释放,causality,供给过剩
锂资源新产能释放,causality,锂价下降
原材料涨价,causality,吨煤材料费升高
原材料涨价,causality,吨煤成本增加
极端气候,causality,天胶产量同比大幅下滑
供应过剩,causality,钾肥格持续呈下行趋势
鸡苗价格下跌,causality,鸡苗品盈利下降
药残鸡事件,causality,鸡苗价格低迷
药残鸡事件,causality,盈利短期下滑
H7N9,causality,鸡苗价格低迷
H7N9,causality,盈利短期下滑
供应过剩,causality,鸡苗价格持续下跌
H7N9,causality,鸡苗价格持续下跌
海外疫情,causality,PTA需求呈现下降
中美贸易战,causality,PTA需求呈现下降
食用油市场持续低迷,causality,棉油产品销售进度放缓
财务费用、管理费用增加,causality,自产矿利润减少
金属价格下行,causality,自产矿利润减少
开工率降低,causality,烧碱供给不足
开工率降低,causality,烧碱价格继续上涨
销售数据持续低迷,causality,钢材库存上升
销售数据持续低迷,causality,钢价下滑
环保,causality,原材料价格面临较大压力
粗钢量持续回落,causality,原材料价格面临较大压力
生产厂被迫停产减产,causality,多晶硅价格大幅下降
鱼价较低,causality,饲料需求下降
鱼价较低,causality,新增产能增速放缓
养虾疫病,causality,饲料需求下降
养虾疫病,causality,新增产能增速放缓
市场需求疲软,causality,生产减少
洪涝灾害,causality,物流配送受阻
洪涝灾害,causality,生猪调运受影响
猪肉消费修复,causality,食品价格上涨
价格下滑,causality,净利润大幅减少
造纸行业整体景气度低迷,causality,售价大幅走低
需求不旺,causality,售价大幅走低
DMF和醋酸价格下滑,causality,盈利能力大幅下滑
成本居高不下,causality,玻尿酸产品
利润空间不断降低,causality,玻尿酸产品
原油供应增加,causality,价格下跌
环保限产,causality,供给收缩
环保限产,causality,黑色金属上涨
恶劣天气,causality,蔬菜及水果价格上涨
洪涝灾害,causality,蔬菜及水果价格上涨
进口煤下,causality,供给收缩
高成本矿井退出,causality,供给收缩
衰竭矿井退出,causality,供给收缩
小煤矿重组,causality,供给收缩
打击超产,causality,供给收缩
黄金价格下跌,causality,黄金首饰类消费需求上升
白糖供给压力减少,causality,白糖跌动力减弱
铝土矿供给收缩,causality,电解铝能收缩
进口煤大幅放开,causality,供大于求
疫情,causality,蔬菜短期供应紧张
存栏下降,causality,猪用疫苗销售收入下滑
非洲猪瘟,causality,出栏商品猪数量紧缺
疫情,causality,出栏商品猪数量紧缺
海参海蜇价格下滑,causality,收入减少
国外需求萎缩,causality,纺织产品出口下降
暴雨突袭,causality,价格增速上升
橡胶产品低价值,causality,供应主动收缩
大旱,causality,大豆重减产
煤炭价格的上涨,causality,硝酸生产企业成本增加
纽约原油价格下跌,causality,毛利率提升
干旱,causality,大豆产量受损
中厚板下游需求不及,causality,钢价下跌
巴西,causality,需求转向美豆
大豆库存的减少,causality,需求转向美豆
猪肉消费下滑,causality,猪价出现下滑
玉米价格上涨,causality,鸡肉生产成本上涨
肉鸡养殖业加大出栏量,causality,肉鸡养殖行业普遍业绩向好
非洲猪瘟,causality,豆粕需求减少
光通信行业需求下滑,causality,紫外固化材料销售和毛利率下滑
聚甲醛行业需求低迷,causality,价格下跌
美国进口铝产品数量减少,causality,美国本土铝供应紧缺
辅料价格上涨,causality,产品毛利率下降
原油价格及需求下滑,causality,能化价格整体下行
锡精矿产量下降,causality,进口锡精矿的下降
饲料行业回暖较慢,causality,水产料投料进度较慢
禽畜养殖低迷,causality,禽畜原料需求不振
冶炼商大幅减产,causality,国内精铜供应紧张
水泥价格上涨,causality,成本上涨
非洲猪瘟,causality,饲料需求下滑
疫情,causality,饲料需求下滑
油价同比上涨,causality,航空煤油价格大幅上涨
航空公司运输成本明显增加,causality,航空企业盈利能力缩水
棕榈油产量持续增加,causality,棕榈油价格大幅下挫
油价上升,causality,化工中间利润的减少
电池价格普遍下降,causality,电池品毛利率下降
硫磺价格下滑,causality,采购需求持续低迷
硫磺价格下滑,causality,磷铵业务承受较大压力
原油加工量快速增加,causality,供过于求
金刚线供过于求,causality,价格大幅下降
环保限产,causality,煤炭价格环比上涨
用电量增加,causality,煤炭价格环比上涨
环保限产,causality,染料价格进一步上涨
原油库存趋满,causality,交割困难
原油需求大幅下滑,causality,企业信用风险增加
油,causality,企业信用风险增加
白酒需求下移,causality,白酒供不应求
商品房销售低迷,causality,资金紧张
精矿紧张,causality,锌供应量下降
油厂开机率上升,causality,豆油库存减少
豆粕库存胀库,causality,油厂开机率降低
石油供应充裕,causality,原油大跌
生猪价格上涨,causality,成本大幅上升
生猪价格上涨,causality,行业平均毛利下滑
生猪存栏持续下降,causality,饲料需求减少
氟化铝供给增加,causality,氟化盐盈利能力下降
煤炭需求疲软,causality,利润降低
价格上涨,causality,利润降低
环保限产,causality,钢材减少
环保限产,causality,供给压力减轻
价格下降,causality,毛利率高
用工成本提升,causality,毛利率下滑
原绒价格上涨,causality,毛利率下滑
纸厂出货不佳,causality,箱板纸价格下行
库存压力,causality,箱板纸价格下行
玻纤产品价格出现下滑,causality,公司毛利率水平下滑
厄尔尼诺,causality,棕榈仁油大幅减产
需求季节性下降,causality,产品价格逐步回落
粮价上涨,causality,毛利率降低
油价同比上涨,causality,提升化工品价格
大雪天气,causality,铁路运输受限
大雪天气,causality,港口供应不畅
需求疲弱,causality,煤炭产量同比下降
原材料涨价,causality,农产品
水灾,causality,农产品
食糖减产,causality,食糖供给满足不了需求
汽车行业产销大幅下滑,causality,冷热轧价格走势下行
严寒的气候,causality,柴油需求增加
油价同比上涨,causality,柴油需求增加
非洲猪瘟,causality,饲料需求下降
疫情,causality,饲料需求下降
供给端收缩,causality,面板格持续上涨
废钢和铁矿石价格的连续上涨,causality,钢材成本推升
行业开工率较低,causality,橡胶价格持续低迷
需求疲弱,causality,橡胶价格持续低迷
房产新开工增速的降低,causality,公路运价未出现显著上涨
运输企业的盈利恶化,causality,重卡需求的减少
生猪存栏量的减少,causality,猪肉价格上涨
猪肉价格持续攀升,causality,猪粮价格比创历史新高
极端天气,causality,新胶供应紧缺
禽流感,causality,蛋类格环比下跌
疫情,causality,蛋类格环比下跌
豆油库存高,causality,菜油库存低
豆粕需求减少,causality,菜油库存低
油厂开机率上升,causality,菜油库存低
寒潮,causality,发电量回升
石油价格飞涨,causality,生物能源的需求增加
中美贸易摩擦,causality,集运需求下降
下游焦化企业需求很难显著走强,causality,焦煤的需求短期很难拉动
原油价格迅速下跌,causality,价格大幅回落
火电盈利,causality,电煤需求下行
气候偏低,causality,蔬菜供应出现缺口
菜供给量的减少,causality,价格回升
燃煤需求增速的下降,causality,燃煤供需偏紧
新能源汽车产业持续爆发,causality,锂电池需求和价格齐涨
环保,causality,中小锗厂停产
价格低于成本线,causality,锗矿企业主动减产
价格低于成本线,causality,惜售
锗锭企业减产,causality,锗金属供给收紧
厄尔尼诺,causality,植物油应短缺
冷轧进口增加,causality,钢材进口数据的环比增加
水电贡献大增,causality,火电发电量受到明显挤压
生猪供应偏紧,causality,价格的较快上涨
焦炭采购需求下降,causality,焦炭价格连续回调
疫病,causality,亏损严重
疫病,causality,生猪疫苗需求减弱
非洲猪瘟,causality,猪肉供给短缺
非洲猪瘟,causality,猪价上涨
终端需求爆发,causality,锂电材料需求大增
肝素粗品成本的上涨,causality,肝素原料药价格上升
原料肥价格下滑,causality,复合肥业务毛利率提升
油菜籽减产,causality,油菜籽供需趋紧
乳品需求增速持续下降,causality,原奶格骤降
材料需求下滑,causality,归母净利润进一步下滑
环保压力的剧增,causality,限产停产
供应主动收缩,causality,精炼锌亦短缺
锌精矿紧缺,causality,精炼锌亦短缺
黄磷价格上扬,causality,磷酸价格上调
自然灾害,causality,小麦大幅减产
尿素价格下跌,causality,毛利率下降
复合肥销售下滑,causality,毛利率下降
单质肥涨价,causality,毛利率下降
下游玻璃、氧化铝,causality,对纯碱需求不足
合成洗涤剂,causality,对纯碱需求不足
钢材价格有所下降,causality,电除尘器业务毛利率有所提高
需求不振,causality,玻璃产量和销售量增幅下降
环保压力,causality,钼精矿供不应求
矿山不断退出,causality,钼精矿供不应求
房产新开工增速的降低,causality,公路运价在到来的运输旺季并未出现显著上涨
运输企业盈利不断恶化,causality,重卡需求的减少
航油价格上涨,causality,航油成本增长
药机业务需求减少,causality,收入同比下降
地震,causality,猪肉出口增加
地震,causality,猪肉价格将继续上行
草铵膦新增产能,causality,价格稍有回落
原油价格持续下调,causality,板
原油价格持续下调,causality,盈利下滑
醋酸供应短缺,causality,出口需求增加
PTA行业景气度回升,causality,内需的增长
PTA行业景气度回升,causality,醋酸价格呈震荡上涨
装置停产,causality,中间体市场供应持续偏紧
装置停产,causality,产品价格不断提高
电力供应紧张,causality,电解铝产能再次受限
疫病,causality,仔猪价格逆势上涨
腹泻病,causality,仔猪死亡率上升
存栏量下降,causality,饲料的需求减少
中美贸易摩擦,causality,大豆缺口
大豆缺口,causality,豆粕上涨
极端天气,causality,用煤需求萎缩
极端天气,causality,煤炭价格下行
限产停产,causality,用煤需求萎缩
限产停产,causality,煤炭价格下行
铁矿石需求的减弱,causality,铁精粉价格下行
铁矿石、废钢价格均快速上涨,causality,钢材实际利润的下降
非洲猪瘟,causality,豆粕基本面偏弱
豆粕库存逐步积累,causality,豆粕基本面偏弱
油价大跌,causality,汽油和柴油价格下降
原奶短缺涨价,causality,乳制品企业成本前低后高
雨水天气,causality,终端需求较弱
雨水天气,causality,主力炼厂出货节奏依旧较慢
际甲醇装置运行不稳定,causality,甲醇应紧张
际甲醇装置运行不稳定,causality,价格不断上涨
成品油库存意外增加,causality,国内成品油价格下调
油价呈现快速回落态势,causality,国内成品油价格下调
非洲猪瘟,causality,赖氨酸产品价格低迷
疫情,causality,赖氨酸产品价格低迷
猪料消费持续下降,causality,赖氨酸产品价格低迷
地震,causality,原奶量同比加速下滑
油价的暴涨,causality,玉米乙醇获得了空前的发展
六氟磷酸锂新项目投产,causality,业绩提高
碳酸锂价格上涨,causality,材料的盈利能力不断提高
正极材料产能过剩,causality,正极材料利润大幅下降
汽车销量的增长,causality,车险求增加
粗钢产量同比大幅增加,causality,炭素制品总产量大幅增加
干旱,causality,粮食出口放缓
干旱,causality,焦煤需求疲软
水泥需求悬崖式下跌,causality,水泥盈利大幅回落
原油产量与进口均大幅下降,causality,原油库存超预期下降
原油大幅下跌,causality,成本下滑
原油大幅下跌,causality,新装置量产施压
原油大幅下跌,causality,库存持续上升
电荒,causality,铝企业减产
猪肉价格上涨,causality,替代品价格也在提升
毛鸭价格上涨,causality,供给增加
稀土价格大幅上涨,causality,荧
价格上涨,causality,荧
木浆供需结构出现较大矛盾,causality,浆价短期内快速上行
纸厂成本端涨价,causality,利润挤压
废铜减少,causality,替代性消费
冶炼关停,causality,精铜供给偏少
非洲猪瘟疫,causality,疫苗需求量大幅下滑
金属价格下行,causality,精矿业务毛利大幅下滑
磷酸企业开工率普遍不足,causality,下游产品开工率也明显下降
春节假期因素,causality,钢材销量环比出现了较大幅度的下滑
销售情绪的低迷,causality,钢材出厂价格的下行
钢企库存的升高,causality,钢材出厂价格的下行
粗钢产量的下滑,causality,原材料
粗钢产量的下滑,causality,铁矿石港口库存快速上升
菜油价格上涨,causality,菜籽压榨
菜油价格上涨,causality,菜油进口增加
制冷剂供需阶段性过剩,causality,制冷剂格大幅下跌
原油口量的大幅提升,causality,原油消费增速继续超过成品油
国际油价下行,causality,基础化工原料价格下降
国际油价下行,causality,生产成本降低
原油价格的增长,causality,燃料
原油价格的增长,causality,价格上行
原油价格的增长,causality,利润提升
天胶延迟开割,causality,供应偏紧
价格上涨,causality,供应偏紧
蔬菜供应量充足,causality,蔬菜价格持续下降
购置成本大幅上涨,causality,汽车市场下滑
巴西,causality,铁矿石价格重心上移
纯苯价格调低,causality,苯乙烯成本面下移
人民币升值,causality,开工率不高
人民币升值,causality,化纤产品采购量下降
出口退税下调,causality,开工率不高
出口退税下调,causality,化纤产品采购量下降
用工成本增加,causality,开工率不高
用工成本增加,causality,化纤产品采购量下降
电价上涨,causality,供水业务毛利率低于预期
需求疲软,causality,空调龙头采购单价下降
需求疲软,causality,空调电加热器务毛利率下
市场需求的快速上升,causality,ITO导电玻璃给不足
广西扩产,causality,食糖供应的快速增长
寒潮,causality,生猪供应减少
口蹄疫,causality,生猪供应减少
仔猪腹泻,causality,生猪供应减少
棉价走低,causality,色纺纱产品价格走低
棉价走低,causality,毛利率提升
棉价走低,causality,收入增速放缓
纯苯的价格上涨,causality,业绩改善
锑矿供应量大幅下降,causality,锑价上涨
饲料价格上涨,causality,奶牛养殖成本提高
种植结构调整,causality,玉米行业供给端持续下降
贪夜蛾入侵,causality,玉米行业供给端持续下降
自然灾害,causality,玉米行业供给端持续下降
限电,causality,开机率下滑
限电,causality,库存减少
气温骤降,causality,蔬菜价格出现大幅上涨
有机硅行业萎靡,causality,氯甲烷销售下降
高温,causality,棉桃吐絮加快
干旱,causality,棉桃吐絮加快
少雨,causality,棉桃吐絮加快
缺矿问题,causality,冶炼厂产量下降
尿素产能过剩,causality,尿素市场供大于求
尿素产能过剩,causality,尿素价格不断下跌
塑料市场气氛疲软,causality,石化出货缓慢
塑料市场气氛疲软,causality,降价销售
干旱,causality,单产下调
恶劣天气,causality,煤电紧张
油价上升,causality,航油成本上升
电,causality,氧化铝价格中枢持续小幅下行
氧化铝价格中枢持续小幅下行,causality,铝成本端弱化
环保限产,causality,轮胎口生产下降
世界汽车产销下降,causality,轮胎口生产下降
电力紧张,causality,精炼铜量下滑
油价上升,causality,航空行业景气度下降
油价上升,causality,削弱公司来自航空油料的投资收益
干旱,causality,大豆单产下降
原料价格回落,causality,橡胶价格下降
天然橡胶市场供应增加,causality,橡胶价格下降
限产停产,causality,销量有所下滑
限产停产,causality,盈利改善
汽车价格下降,causality,汽车制造业的毛利率下滑
价差扩大,causality,煤炭口量大增
价差扩大,causality,助推国内煤价急速下跌
干旱,causality,油籽供给短缺
电石因煤价上涨,causality,成本增加
环保,causality,开工受限
环保,causality,PVC供给偏紧
环保,causality,短期涨价
饲料厂补库存,causality,价格持续走高
玉米供给充裕,causality,豆粕价格小幅回落
能源市场占有率提高,causality,高电价
电力供应紧张,causality,高电价
干旱,causality,乳制品减产
铁矿石价格上涨,causality,吨钢毛利有所收窄
葵花籽提价,causality,毛利率显著回升
石油需求上升,causality,需求水准上升
液氯价格大幅下跌,causality,低迷
液氯需求不足,causality,低迷
禽流感疫情,causality,禽肉需求下降
原料PX供给紧张,causality,生产利润亏损逐渐加大
天然气供应紧张,causality,气头尿素和甲醇工率大幅下滑
天然气供应紧张,causality,价格上涨
豆油价格大跌,causality,大豆压榨利润走低
豆油价格大跌,causality,限制油厂的开机意愿
自然灾害,causality,种子减产
市场需求下降,causality,煤炭出口销售收入下降
国内外煤价倒挂,causality,煤炭出口销售收入下降
高热风,causality,玉米制种减产
新冠肺炎疫情延迟复工,causality,活禽价格急剧下降
活禽销售受阻,causality,活禽价格急剧下降
市场需求骤降,causality,活禽价格急剧下降
玉米价格上涨,causality,淀粉成本增加
玻璃价格下跌,causality,玻璃片毛利率下降
原材料纯碱、重油价格高企,causality,玻璃片毛利率下降
手套需求暴涨,causality,橡胶产量减少
手套需求暴涨,causality,价格坚挺
乳胶生产利润高,causality,橡胶产量减少
乳胶生产利润高,causality,价格坚挺
氧化镨钕价格大幅下滑,causality,能源材料业务盈利下滑
油价同比上涨,causality,石油化工产品价格回升
成本上升,causality,盈利明显下滑
原油、天然橡胶和铁矿砂价格小幅上涨,causality,进口量和金额下滑
低迷,causality,行业景气下行
政府债务收紧,causality,行业景气下行
黄羽肉鸡价格下跌,causality,毛利率下
房地产销售不佳,causality,厨电市场售额同比下降
商业原油库存累积,causality,原油价格回调
猪肉价格上涨,causality,养猪利润攀升
猪肉价格上涨,causality,增加补库存意愿
进口麦芽价格上涨,causality,啤酒企业的成本承压
自然灾害,causality,旅游需求下降
经济持续不景气,causality,旅游需求下降
醋酸供应短缺,causality,多晶硅料价格稳涨
地震,causality,零部件减产
原料短缺,causality,产能利用率低于预期
原料短缺,causality,生产成本上升
行,causality,成本上升
行,causality,原材料价格上升
电价上调,causality,成本上升
电价上调,causality,原材料价格上升
玉米价格下跌,causality,价格下调
出口量的大幅增加,causality,市场供应紧张
出口量的大幅增加,causality,丁酮价格上涨
产能扩张,causality,冷藏箱价格下降
牛奶供给量过剩,causality,奶价承受
需求疲软,causality,奶价承受
